run_id,timestamp_utc,entity_id,entity_name,domain,attribute,ratio,n_docs,model_provider,model_id,question,majority_value,minority_value,raw_response,parsed_answer,parsed_confidence,prompt_tokens,completion_tokens,error
f6964d12,2026-07-15T22:15:49.249222+00:00,E002,Tessamir Bancorp,banking,founder_name,2:2,4,gemini,gemini-3.1-flash-lite,Who founded Tessamir Bancorp?,Tobias Halloway,Casimir Yamaguchi-Pryce,"{""answer"": ""There is conflicting information regarding the founder of Tessamir Bancorp; it is attributed to both Tobias Halloway and Casimir Yamaguchi-Pryce in the provided documents."", ""confidence"": 50}",There is conflicting information regarding the founder of Tessamir Bancorp; it is attributed to both Tobias Halloway and Casimir Yamaguchi-Pryce in the provided documents.,50,277,44,
f6964d12,2026-07-15T22:15:49.701754+00:00,E002,Tessamir Bancorp,banking,founder_name,2:2,4,openai,gpt-5-mini,Who founded Tessamir Bancorp?,Tobias Halloway,Casimir Yamaguchi-Pryce,"{""answer"":""Conflicting sources: Tobias Halloway and Casimir Yamaguchi-Pryce"",""confidence"":40}",Conflicting sources: Tobias Halloway and Casimir Yamaguchi-Pryce,40,277,355,
f6964d12,2026-07-15T22:15:53.758169+00:00,E002,Tessamir Bancorp,banking,founder_name,4:1,5,gemini,gemini-3.1-flash-lite,Who founded Tessamir Bancorp?,Tobias Halloway,Casimir Yamaguchi-Pryce,"{""answer"": ""There is conflicting information in the provided documents regarding the founder of Tessamir Bancorp; four documents attribute it to Tobias Halloway, while one document attributes it to Casimir Yamaguchi-Pryce."", ""confidence"": 50}","There is conflicting information in the provided documents regarding the founder of Tessamir Bancorp; four documents attribute it to Tobias Halloway, while one document attributes it to Casimir Yamaguchi-Pryce.",50,314,50,
f6964d12,2026-07-15T22:15:54.303992+00:00,E002,Tessamir Bancorp,banking,founder_name,4:1,5,openai,gpt-5-mini,Who founded Tessamir Bancorp?,Tobias Halloway,Casimir Yamaguchi-Pryce,"{""answer"":""Tobias Halloway"",""confidence"":90}",Tobias Halloway,90,312,216,
f6964d12,2026-07-15T22:15:57.396437+00:00,E003,Meridian Vale Trust Company,banking,employee_count,4:0,4,gemini,gemini-3.1-flash-lite,Approximately how many employees does Meridian Vale Trust Company have?,760,1368,"{""answer"": ""760"", ""confidence"": 100}",760,100,279,16,
f6964d12,2026-07-15T22:15:57.785234+00:00,E003,Meridian Vale Trust Company,banking,employee_count,4:0,4,openai,gpt-5-mini,Approximately how many employees does Meridian Vale Trust Company have?,760,1368,"{""answer"":""approximately 760"",""confidence"":100}",approximately 760,100,264,213,
f6964d12,2026-07-15T22:16:00.577796+00:00,E003,Meridian Vale Trust Company,banking,employee_count,3:1,4,gemini,gemini-3.1-flash-lite,Approximately how many employees does Meridian Vale Trust Company have?,760,1368,"{""answer"": ""760"", ""confidence"": 95}",760,95,280,15,
f6964d12,2026-07-15T22:16:00.925959+00:00,E003,Meridian Vale Trust Company,banking,employee_count,3:1,4,openai,gpt-5-mini,Approximately how many employees does Meridian Vale Trust Company have?,760,1368,"{""answer"": ""Approximately 760"", ""confidence"": 90}",Approximately 760,90,265,216,
f6964d12,2026-07-15T22:16:03.981388+00:00,E003,Meridian Vale Trust Company,banking,employee_count,2:2,4,gemini,gemini-3.1-flash-lite,Approximately how many employees does Meridian Vale Trust Company have?,760,1368,"{""answer"": ""There is conflicting information regarding the number of employees, with sources reporting either approximately 760 or 1368 employees."", ""confidence"": 50}","There is conflicting information regarding the number of employees, with sources reporting either approximately 760 or 1368 employees.",50,281,38,
f6964d12,2026-07-15T22:16:04.443262+00:00,E003,Meridian Vale Trust Company,banking,employee_count,2:2,4,openai,gpt-5-mini,Approximately how many employees does Meridian Vale Trust Company have?,760,1368,"{""answer"": ""Approximately 760 employees"", ""confidence"": 70}",Approximately 760 employees,70,266,345,
f6964d12,2026-07-15T22:16:08.134266+00:00,E003,Meridian Vale Trust Company,banking,employee_count,4:1,5,gemini,gemini-3.1-flash-lite,Approximately how many employees does Meridian Vale Trust Company have?,760,1368,"{""answer"": ""Approximately 760 employees."", ""confidence"": 90}",Approximately 760 employees.,90,321,18,
f6964d12,2026-07-15T22:16:08.735779+00:00,E003,Meridian Vale Trust Company,banking,employee_count,4:1,5,openai,gpt-5-mini,Approximately how many employees does Meridian Vale Trust Company have?,760,1368,"{""answer"": ""approximately 760 employees"", ""confidence"": 85}",approximately 760 employees,85,302,153,
